SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
5/23/18,78 Days,132 E Hand Avenue,Wildwood,Residential Vacant Lot,180751,"$119,900 ","$95,000 "
5/23/18,317 Days,225 E Wildwood Avenue,Wildwood,Condo,177167,"$68,000 ","$68,000 "
5/23/18,121 Days,431 E 19th Avenue,North Wildwood,Condo,179999,"$90,500 ","$85,000 "
5/23/18,108 Days,337 E 20th Avenue,North Wildwood,Townhouse,180233,"$489,000 ","$472,500 "
5/23/18,84 Days,311 E Wildwood,Wildwood,Condo,180643,"$310,000 ","$300,000 "
5/21/18,56 Days,2806 Park Boulevard,Wildwood,Duplex,181033,"$229,900 ","$199,000 "
5/21/18,437 Days,225 E Wildwood Avenue,Wildwood,Condo,175135,"$68,000 ","$68,000 "
5/21/18,27 Days,3201 Atlantic Avenue,Wildwood,Condo,181562,"$89,900 ","$86,000 "
5/18/18,416 Days,203 E Cresse Avenue,Wildwood,Single Family,175392,"$180,000 ","$164,950 "
5/18/18,193 Days,219 W 10th Avenue,North Wildwood,Single Family,179107,"$374,900 ","$360,000 "
5/18/18,108 Days,124 E 19th Avenue,North Wildwood,Single Family,180114,"$478,500 ",
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
5/18/18,84 Days,209 W 16th Avenue,North Wildwood,Single Family,180576,"$375,000 ","$375,000 "
5/18/18,41 Days,309 E 22nd Avenue,North Wildwood,Single Family,181336,"$519,900 ","$530,000 "
5/18/18,106 Days,214 E JUNIPER AVE,Wildwood,Four-Plex,180317,"$299,900 ","$295,000 "
5/18/18,229 Days,4300 Susquehanna Avenue,Wildwood,Condo,178580,"$270,000 ","$257,500 "
5/18/18,199 Days,417 E 25th Avenue,North Wildwood,Condo,179034,"$164,900 ","$145,000 "
5/18/18,183 Days,1900 Surf Avenue,North Wildwood,Condo,179260,"$160,000 ","$155,000 "
5/18/18,147 Days,608 Ocean unit 201 Avenue,North Wildwood,Condo,179628,"$224,900 ","$222,900 "
5/18/18,94 Days,225 E Wildwood Avenue,Wildwood,Condo,180395,"$45,000 ","$43,000 "
5/17/18,65 Days,225 E 2ND AVE Avenue,North Wildwood,Triplex,180848,"$560,000 ","$530,000 "
5/16/18,234 Days,3201 Atlantic Avenue,Wildwood,Condo,178532,"$86,900 ","$83,750 "
5/15/18,224 Days,2310 New York Avenue,North Wildwood,Single Family,178671,"$349,000 ","$349,000 "
5/15/18,220 Days,235 E 2nd Avenue,North Wildwood,Condo,178697,"$329,900 ","$329,900 "
5/15/18,92 Days,510 W 18th Avenue,North Wildwood,Townhouse,180334,"$949,000 ","$925,000 "
5/14/18,23 Days,620 W Maple Avenue,West Wildwood,Single Family,181511,"$173,000 ","$165,000 "
5/14/18,127 Days,520 W Spruce Avenue,North Wildwood,Condo,179791,"$279,500 ","$270,000 "
5/14/18,56 Days,429 E 24 Avenue,North Wildwood,Condo,180973,"$374,900 ","$371,500 "
5/14/18,48 Days,621 W Poplar,West Wildwood,Townhouse,181065,"$719,000 ","$705,000 "
5/13/18,192 Days,129 W Glenwood Avenue,Wildwood,Duplex,179074,"$359,500 ","$345,000 "
5/11/18,213 Days,428 W Burk Avenue,Wildwood,Single Family,178728,"$389,000 ","$383,000 "
5/11/18,88 Days,232 W Pine Avenue,Wildwood,Single Family,180351,"$249,000 ","$225,000 "
5/11/18,120 Days,223 W Wildwood Avenue,Wildwood,Duplex,179930,"$275,000 ","$270,000 "
5/11/18,76 Days,2410 New York Avenue,North Wildwood,Triplex,180566,"$274,900 ","$253,500 "
5/11/18,417 Days,403 E 18th Street,North Wildwood,Condo,175279,"$339,900 ","$326,000 "
5/11/18,366 Days,333 E 16th Avenue,North Wildwood,Condo,176236,"$429,900 ","$429,900 "
5/11/18,228 Days,315 E Youngs Avenue,Wildwood,Condo,178426,"$264,900 ","$250,000 "
5/11/18,228 Days,510 E 8th Avenue,North Wildwood,Condo,178438,"$249,900 ","$240,000 "
5/11/18,229 Days,3110 Atlantic Avenue,Wildwood,Condo,178539,"$89,900 ","$85,000 "
5/11/18,203 Days,2506 Surf Avenue,North Wildwood,Townhouse,178884,"$414,900 ","$405,000 "
5/11/18,171 Days,229 E Lincoln Avenue,Wildwood,Condo,179313,"$245,000 ","$235,000 "
5/11/18,104 Days,500 Kennedy Drive,North Wildwood,Condo,180060,"$195,000 ","$190,000 "
5/11/18,100 Days,1900 Boardwalk,North Wildwood,Condo,180116,"$159,000 ","$149,000 "
5/11/18,95 Days,440 E 21st Avenue,North Wildwood,Condo,180208,"$469,900 ","$454,700 "
5/11/18,94 Days,424 E 20th Avenue,North Wildwood,Condo,180294,"$474,900 ","$465,000 "
5/11/18,91 Days,214 E 25th Avenue,North Wildwood,Condo,180298,"$329,000 ","$310,000 "
5/11/18,66 Days,5001 Park Boulevard,Wildwood,Condo,180790,"$74,900 ","$74,000 "
5/9/18,296 Days,604 W 26th Street,West Wildwood,Residential Vacant Lot,177290,"$108,000 ","$100,000 "
5/9/18,296 Days,602 W 26th Street,West Wildwood,Residential Vacant Lot,177291,"$108,000 ","$100,000 "
5/9/18,296 Days,600 W 26th Street,West Wildwood,Residential Vacant Lot,177292,"$108,000 ","$100,000 "
5/9/18,296 Days,606 W 26th Street,West Wildwood,Residential Vacant Lot,177293,"$125,000 ","$125,000 "
5/9/18,203 Days,431 E 19th,North Wildwood,Condo,178834,"$94,500 ","$87,500 "
5/7/18,94 Days,111 W Bennett Avenue,Wildwood,Duplex,180184,"$187,500 ","$187,500 "
5/7/18,506 Days,5200 hudson avenue,Wildwood,Condo,176965,"$180,000 ","$160,000 "
5/4/18,58 Days,1607A Delaware Avenue,North Wildwood,Single Family,180744,"$325,000 ","$325,000 "
5/4/18,125 Days,217 E Hildreth Avenue,Wildwood,Four-Plex,179661,"$319,000 ","$280,000 "
5/4/18,35 Days,413 E Glenwood Avenue,Wildwood,Duplex,181154,"$265,000 ","$240,000 "
5/4/18,245 Days,4106 Arctic Avenue,Wildwood,Condo,178001,"$219,900 ","$205,000 "
5/4/18,108 Days,4702 Atlantic Avenue,Wildwood,Condo,179869,"$339,900 ","$314,000 "
5/4/18,101 Days,417 E 19th Avenue,North Wildwood,Condo,180000,"$174,900 ","$162,500 "
5/4/18,88 Days,3110 Atlantic Avenue,Wildwood,Condo,180221,"$92,500 ","$85,000 "
5/4/18,87 Days,1900 Boardwalk,North Wildwood,Condo,180246,"$162,000 ","$159,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
5/4/18,75 Days,223 E Baker Avenue,Wildwood,Townhouse,180468,"$257,500 ","$247,000 "
5/4/18,59 Days,5001 Park Boulevard,Wildwood,Condo,180789,"$109,900 ","$104,000 "
5/3/18,414 Days,213 E Garfield Avenue,Wildwood,Single Family,175220,"$199,900 ","$206,000 "
5/3/18,363 Days,218 W 20th Avenue,North Wildwood,Single Family,176112,"$299,000 ","$270,000 "
5/3/18,96 Days,2301 Atlantic Avenue,North Wildwood,Condo,180074,"$74,900 ","$72,000 "
5/2/18,225 Days,150 E Andrews Avenue,Wildwood,Townhouse,178342,"$297,500 ","$290,000 "
5/2/18,49 Days,1309 Surf Avenue,North Wildwood,Condo,180861,"$89,900 ","$86,500 "
5/1/18,0 Days,135 E Taylor Avenue,Wildwood,Four-Plex,181679,"$267,000 ","$267,000 "
5/1/18,126 Days,166 W oak,Wildwood,Townhouse,179637,"$289,000 ","$280,000 "
4/30/18,279 Days,3008 Atlantic Avenue,Wildwood,Single Family,177718,"$579,900 ","$475,000 "
4/30/18,181 Days,422 W Pine Avenue,Wildwood,Single Family,179033,"$239,000 ","$230,000 "
4/30/18,73 Days,2309 Central Avenue,North Wildwood,Single Family,180412,"$319,000 ","$336,000 "
4/30/18,46 Days,8 I Avenue,West Wildwood,Single Family,180922,"$79,900 ","$74,820 "
4/30/18,205 Days,123 Seaview Court,North Wildwood,Duplex,178704,"$299,000 ","$288,000 "
4/30/18,278 Days,"213-215 E Baker, unit 2",Wildwood,Condo,177415,"$94,000 ","$87,000 "
4/30/18,215 Days,308 E Magnolia Avenue,Wildwood,Condo,178489,"$339,745 ","$339,000 "
4/30/18,88 Days,3110 Atlantic Avenue,Wildwood,Condo,180161,"$99,900 ","$99,900 "
4/30/18,62 Days,119 E Oak Avenue,Wildwood,Townhouse,180592,"$219,900 ","$215,000 "
4/27/18,403 Days,2110 New York Avenue,North Wildwood,Single Family,175273,"$395,000 ","$383,000 "
4/27/18,213 Days,109 E Magnolia Avenue,Wildwood,Single Family,177932,"$225,000 ","$224,030 "
4/27/18,35 Days,423 W Roberts Avenue,Wildwood,Single Family,181016,"$49,850 ","$55,000 "
4/27/18,35 Days,434 W Youngs Avenue,Wildwood,Residential Vacant Lot,181017,"$49,750 ","$43,000 "
4/27/18,775 Days,1 South West Boardwalk Avenue,North Wildwood,Triplex,168690,"$139,971 ","$87,000 "
4/27/18,87 Days,2210 New York Avenue,North Wildwood,Triplex,180097,"$299,000 ","$275,000 "
4/27/18,444 Days,600 Kennedy Drive,North Wildwood,Condo,174714,"$169,900 ","$165,000 "
4/27/18,342 Days,120 E Youngs Avenue,Wildwood,Condo,176374,"$129,900 ","$124,000 "
4/27/18,318 Days,232 E Garfield Street,Wildwood,Condo,176769,"$229,000 ","$215,000 "
4/27/18,163 Days,1900 Surf Avenue,North Wildwood,Condo,179234,"$156,900 ","$152,000 "
4/27/18,100 Days,505 E 4th Avenue,North Wildwood,Condo,179934,"$80,500 ","$75,000 "
4/27/18,100 Days,505 E 4TH Avenue,North Wildwood,Condo,179937,"$72,900 ","$69,500 "
4/27/18,86 Days,1007 Ocean Avenue,North Wildwood,Condo,180126,"$475,000 ","$475,000 "
4/27/18,73 Days,227 E Andrews Avenue,Wildwood,Townhouse,180428,"$297,777 ","$280,000 "
4/25/18,96 Days,327 E Wildwood Avenue,Wildwood,Condo,179925,"$303,000 ","$303,000 "
4/23/18,59 Days,211-213 W 24th Avenue,North Wildwood,Duplex,180557,"$163,900 ","$143,000 "
4/20/18,92 Days,201 W 21st Avenue,North Wildwood,Single Family,179886,"$365,000 ","$354,000 "
4/20/18,67 Days,322 E 16th Avenue,North Wildwood,Single Family,180357,"$585,000 ","$575,000 "
4/20/18,55 Days,136 W Chestnut Avenue,North Wildwood,Single Family,180564,"$289,000 ","$277,500 "
4/20/18,242 Days,123 W 20th Avenue,North Wildwood,Duplex,177836,"$399,900 ","$375,000 "
4/20/18,146 Days,317 E Maple Avenue,Wildwood,Triplex,179356,"$500,000 ","$477,000 "
4/20/18,259 Days,402 W Bennett,Wildwood,Condo,177554,"$169,000 ","$163,000 "
4/20/18,84 Days,500 E 14th Avenue,North Wildwood,Townhouse,180032,"$575,000 ","$560,000 "
4/20/18,70 Days,341 E 6th Avenue,North Wildwood,Condo,180305,"$459,000 ","$459,000 "
4/20/18,63 Days,5301 Ocean Avenue,Wildwood,Condo,180414,"$259,900 ","$245,000 "
4/20/18,50 Days,221 E Glenwood Avenue,Wildwood,Condo,180652,"$261,000 ","$245,000 "
4/20/18,34 Days,414 E 22nd Avenue,North Wildwood,Condo,180942,"$425,000 ","$400,000 "
4/18/18,160 Days,3110 Atlantic Ave,Wildwood,Condo,179207,"$97,500 ","$97,500 "
4/18/18,57 Days,222A Allen Drive,North Wildwood,Condo,180485,"$102,000 ","$102,000 "
4/17/18,221 Days,404 W 18th Avenue,North Wildwood,Single Family,178121,"$569,900 ","$533,000 "
4/16/18,46 Days,422 E 17th Avenue,North Wildwood,Duplex,180645,"$384,900 ","$365,000 "
4/16/18,36 Days,100 E Poplar Avenue,Wildwood,Four-Plex,180819,"$170,000 ","$157,500 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
4/16/18,85 Days,505 E. 4th Avenue Unit 414,North Wildwood,Condo,179951,"$99,900 ","$85,000 "
4/16/18,39 Days,1200 Kennedy Boulevard,North Wildwood,Condo,180801,"$99,900 ","$85,000 "
4/13/18,104 Days,4604 Susquehanna Avenue,Wildwood,Single Family,178614,"$139,000 ","$140,000 "
4/13/18,63 Days,439 W Baker Avenue,Wildwood,Single Family,180328,"$284,900 ","$276,000 "
4/13/18,51 Days,415 W Glenwood Avenue,Wildwood,Single Family,180505,"$50,000 ","$50,000 "
4/13/18,98 Days,209 E 26TH Avenue,North Wildwood,Duplex,179911,"$349,900 ","$349,900 "
4/13/18,78 Days,542 W Maple Avenue,West Wildwood,Duplex,180047,"$59,900 ","$53,400 "
4/13/18,356 Days,1800 Ocean Avenue,North Wildwood,Condo,175865,"$218,900 ","$220,000 "
4/13/18,74 Days,600 Kennedy Drive,North Wildwood,Condo,180112,"$199,900 ","$201,400 "
4/13/18,71 Days,200 E 24th Avenue,North Wildwood,Townhouse,180164,"$297,777 ","$290,000 "
4/11/18,58 Days,640 W Pine Avenue,West Wildwood,Single Family,180345,"$269,000 ","$260,000 "
4/11/18,78 Days,101 E Wildwood Avenue,Wildwood,Commercial/Industrial,179987,"$225,000 ","$160,000 "
4/11/18,69 Days,426 E 20th Avenue,North Wildwood,Condo,180174,"$489,900 ","$489,909 "
4/11/18,60 Days,127 W schellenger,Wildwood,Townhouse,180324,"$295,000 ","$280,000 "
4/7/18,180 Days,415 E Magnolia Avenue,Wildwood,Four-Plex,178760,"$259,900 ","$240,000 "
4/6/18,204 Days,4302 ARCTIC Avenue,Wildwood,Single Family,178246,"$149,000 ","$140,000 "
4/6/18,35 Days,123 E 2nd Avenue,North Wildwood,Triplex,180736,"$350,000 ","$350,000 "
4/6/18,360 Days,606 Surf Avenue,North Wildwood,Townhouse,175693,"$599,500 ","$575,000 "
4/6/18,231 Days,101 W Spruce Unit 203 Beach,North Wildwood,Condo,177728,"$559,000 ","$515,000 "
4/6/18,42 Days,231 E Spicer Avenue,Wildwood,Townhouse,180537,"$237,500 ","$228,000 "
4/5/18,204 Days,331-333 NW 18th Avenue,North Wildwood,Single Family,178212,"$479,000 ","$410,000 "
4/5/18,26 Days,325 E 25th Avenue,North Wildwood,Condo,180843,"$389,900 ","$389,000 "
4/4/18,69 Days,630 W Glenwood Avenue,West Wildwood,Residential Vacant Lot,180017,"$55,000 ","$48,000 "
4/3/18,162 Days,152 E Roberts Avenue,Wildwood,Condo,178940,"$219,400 ","$200,000 "
4/2/18,118 Days,509 S Avenue,West Wildwood,Single Family,179486,"$254,900 ","$256,100 "
4/2/18,102 Days,442 E 21st Avenue,North Wildwood,Condo,179620,"$124,900 ","$115,000 "
4/1/18,87 Days,417 E 19th,North Wildwood,Condo,179831,"$149,900 ","$145,000 "
3/30/18,76 Days,123 W Hildreth Avenue,Wildwood,Single Family,179830,"$175,000 ","$142,500 "
3/30/18,60 Days,123 E. Hildreth Avenue,Wildwood,Single Family,180078,"$295,000 ","$295,000 "
3/30/18,50 Days,545 W Maple Ave,West Wildwood,Single Family,180277,"$179,900 ","$177,000 "
3/30/18,384 Days,2903 Pacific Avenue,Wildwood,Duplex,175118,"$359,900 ","$342,500 "
3/30/18,172 Days,216 E Taylor Avenue,Wildwood,Triplex,178735,"$265,000 ","$226,500 "
3/30/18,310 Days,145 E Andrews Avenue,Wildwood,Condo,176447,"$174,900 ","$175,000 "
3/30/18,199 Days,320 E Wildwood Avenue,Wildwood,Condo,178206,"$83,777 ","$80,000 "
3/30/18,147 Days,521 W Montgomery Avenue,Wildwood,Condo,179084,"$250,000 ","$245,000 "
3/30/18,147 Days,401 E 23rd Avenue,North Wildwood,Condo,179097,"$374,900 ","$381,000 "
3/30/18,136 Days,132 E Schellenger Avenue,Wildwood,Condo,179223,"$139,900 ","$137,500 "
3/30/18,111 Days,415 E 24th Avenue,North Wildwood,Townhouse,179507,"$586,500 ","$580,000 "
3/30/18,38 Days,1800 Ocean Avenue,North Wildwood,Condo,180461,"$174,900 ","$171,250 "
3/29/18,361 Days,330 E 15th Avenue,North Wildwood,Townhouse,175501,"$419,971 ","$420,000 "
3/28/18,68 Days,1004 Ocean Ave.,North Wildwood,Townhouse,179938,"$519,000 ","$509,000 "
3/27/18,32 Days,107 W Leaming Avenue,Wildwood,Duplex,180545,"$234,500 ","$225,000 "
3/26/18,72 Days,1900 Surf Avenue,North Wildwood,Condo,179851,"$162,500 ","$155,000 "
3/23/18,216 Days,4908 Ocean Avenue,Wildwood,Single Family,177785,"$399,900 ","$413,000 "
3/23/18,112 Days,5 C Avenue,West Wildwood,Single Family,179437,"$129,000 ","$115,000 "
3/23/18,74 Days,4708 Susquehanna,Wildwood,Triplex,179757,"$199,000 ","$199,000 "
3/23/18,66 Days,205 W Juniper Avenue,Wildwood,Triplex,179865,"$199,900 ","$190,000 "
3/23/18,38 Days,107 W 18th Avenue,North Wildwood,Duplex,180355,"$199,900 ","$199,900 "
3/23/18,420 Days,1804 Surf Avenue,North Wildwood,Condo,174311,"$345,000 ","$334,000 "
3/23/18,404 Days,225 E Burk,Wildwood,Condo,174614,"$309,000 ","$301,500 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
3/23/18,267 Days,"135 W Spencer Avenue, Unit #2",Wildwood,Condo,177008,"$199,000 ","$189,000 "
3/23/18,219 Days,1309 Ocean Avenue,North Wildwood,Condo,177745,"$154,900 ","$148,000 "
3/23/18,178 Days,5001 New Jersey Avenue,Wildwood,Condo,178542,"$84,500 ","$79,500 "
3/23/18,117 Days,505 E 4th Avenue,North Wildwood,Condo,179224,"$67,700 ","$71,400 "
3/23/18,123 Days,1605 Ocean Avenue,North Wildwood,Condo,179304,"$157,900 ","$150,000 "
3/23/18,116 Days,418 W. Bennett Avenue,Wildwood,Condo,179369,"$172,000 ","$165,000 "
3/23/18,95 Days,500 Kennedy Drive,North Wildwood,Condo,179606,"$189,900 ","$185,000 "
3/23/18,94 Days,233 E Baker Avenue,Wildwood,Townhouse,179607,"$274,900 ","$264,400 "
3/20/18,76 Days,209 E Roberts,Wildwood,Condo,179728,"$204,900 ","$205,000 "
3/16/18,91 Days,317 W Wildwood Avenue,Wildwood,Single Family,179632,"$199,900 ","$183,750 "
3/16/18,70 Days,9 J Avenue,West Wildwood,Single Family,179735,"$144,500 ","$145,200 "
3/16/18,224 Days,2601 Park Boulevard,Wildwood,Duplex,177567,"$149,900 ","$140,000 "
3/16/18,288 Days,417-425 E 22nd Street,North Wildwood,Condo,176692,"$149,900 ","$147,600 "
3/16/18,196 Days,2119 Surf Avenue,North Wildwood,Townhouse,177964,"$434,900 ","$427,000 "
3/16/18,166 Days,412 E 16th Avenue,North Wildwood,Condo,178636,"$349,900 ","$330,000 "
3/16/18,71 Days,226 E 26th Avenue,Wildwood,Condo,179721,"$224,777 ","$220,000 "
3/16/18,70 Days,415 E 23rd Avenue,North Wildwood,Condo,179752,"$454,900 ","$426,000 "
3/16/18,45 Days,3010 Ocean Ave. #102,Wildwood,Condo,180188,"$157,000 ","$150,000 "
3/15/18,153 Days,220 W 17TH Avenue,North Wildwood,Single Family,178862,"$359,999 ","$332,000 "
3/15/18,42 Days,4307 Susquehanna Avenue,Wildwood,Townhouse,180143,"$314,900 ","$314,000 "
3/14/18,275 Days,308 St. Demetrios Avenue,North Wildwood,Duplex,176765,"$459,900 ","$447,000 "
3/14/18,96 Days,"124 E 6th Ave., #1",North Wildwood,Condo,179503,"$219,900 ","$212,000 "
3/14/18,51 Days,5301 Atlantic Avenue,Wildwood,Condo,179959,"$129,900 ","$127,500 "
3/13/18,75 Days,2301 Atlantic Avenue,North Wildwood,Condo,179649,"$59,900 ","$60,000 "
3/10/18,82 Days,507 E 9th Avenue,North Wildwood,Condo,179597,"$56,900 ","$71,000 "
3/10/18,47 Days,112 E 22nd Avenue,North Wildwood,Condo,179981,"$164,900 ","$160,000 "
3/9/18,219 Days,3010 Ocean Avenue,Wildwood,Condo,177546,"$154,900 ","$145,000 "
3/9/18,142 Days,225 E Wildwood Avenue,Wildwood,Condo,178858,"$59,900 ","$55,000 "
3/9/18,126 Days,505 E 13th Avenue,North Wildwood,Condo,179078,"$399,000 ","$380,000 "
3/8/18,163 Days,216 E Roberts Avenue,Wildwood,Condo,178448,"$229,000 ","$229,000 "
3/7/18,90 Days,600 North Drive,West Wildwood,Condo,179489,"$174,900 ","$170,000 "
3/6/18,47 Days,330 E 18th Avenue,North Wildwood,Condo,179916,"$375,000 ","$370,000 "
3/5/18,32 Days,705 W Montgomery Avenue,Wildwood,Residential Vacant Lot,180150,"$325,000 ","$215,000 "
3/5/18,136 Days,152 E Roberts Avenue,Wildwood,Townhouse,178876,"$224,900 ","$220,000 "
3/2/18,350 Days,119 E Spicer Avenue,Wildwood,Single Family,175249,"$299,900 ","$280,000 "
3/2/18,210 Days,110 E 9th Avenue,North Wildwood,Single Family,177560,"$349,900 ","$310,000 "
3/2/18,182 Days,123 W Poplar Avenue,Wildwood,Single Family,178009,"$169,900 ","$150,000 "
3/2/18,48 Days,265 Seabreeze Court,North Wildwood,Condo,179825,"$295,000 ","$280,000 "
3/2/18,30 Days,139 E WILDWOOD Avenue,Wildwood,Condo,180127,"$259,900 ","$252,000 "
3/1/18,267 Days,611 W Magnolia Avenue,West Wildwood,Single Family,176685,"$229,900 ","$213,000 "
3/1/18,352 Days,133 E Hand Avenue,Wildwood,Other,175246,"$319,900 ","$280,000 "
3/1/18,150 Days,437 W 16 Street,North Wildwood,Condo,178594,"$339,500 ","$335,000 "
3/1/18,83 Days,500 Kennedy Boulevard,North Wildwood,Condo,179502,"$179,900 ","$179,900 "
3/1/18,68 Days,422 W Garfield Avenue,Wildwood,Condo,179640,"$197,500 ","$197,500 "
2/28/18,213 Days,112 W 18th Avenue,North Wildwood,Single Family,177481,"$224,500 ","$200,000 "
2/28/18,534 Days,209 E Bennett Avenue,Wildwood,Condo,172353,"$169,900 ","$164,500 "
2/28/18,485 Days,505 E 4th Avenue,North Wildwood,Condo,173183,"$99,500 ","$99,500 "
2/28/18,34 Days,317 E 24th Avenue,North Wildwood,Townhouse,180051,"$419,900 ","$415,000 "
2/27/18,578 Days,432 W Oak Avenue,Wildwood,Single Family,171546,"$329,900 ","$315,000 "
2/27/18,82 Days,131 W Roberts Avenue,Wildwood,Single Family,179497,"$74,900 ","$80,150 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
2/27/18,183 Days,2313 Surf Avenue,North Wildwood,Townhouse,177911,"$549,900 ","$543,500 "
2/26/18,171 Days,526 W Burk Avenue,Wildwood,Single Family,178208,"$284,900 ","$268,000 "
2/26/18,111 Days,401 W Bennett Avenue,Wildwood,Condo,179150,"$185,000 ","$177,000 "
2/23/18,58 Days,334 W 18th Avenue,North Wildwood,Single Family,179658,"$325,000 ","$325,000 "
2/23/18,45 Days,1609 Delaware Avenue,North Wildwood,Single Family,179776,"$275,000 ","$260,000 "
2/23/18,44 Days,117 E 6th Avenue,North Wildwood,Single Family,179784,"$425,000 ","$405,000 "
2/23/18,539 Days,326 E 24th Avenue,North Wildwood,Condo,172111,"$409,900 ","$409,009 "
2/23/18,539 Days,326 E 24th Avenue,North Wildwood,Condo,172122,"$379,900 ","$379,900 "
2/23/18,347 Days,600 North Drive,West Wildwood,Condo,175254,"$249,900 ","$236,000 "
2/23/18,237 Days,303 E 26th Avenue,North Wildwood,Condo,177067,"$229,900 ","$225,000 "
2/23/18,161 Days,209 E 24th Avenue,North Wildwood,Townhouse,178284,"$299,900 ","$295,000 "
2/23/18,116 Days,2301 Atlantic Avenue,North Wildwood,Condo,179017,"$69,900 ","$59,900 "
2/23/18,114 Days,312 E Hand Avenue,Wildwood,Condo,179049,"$129,900 ","$126,500 "
2/23/18,91 Days,220 E 21 Avenue,North Wildwood,Condo,179350,"$138,900 ","$125,000 "
2/23/18,70 Days,404 W Bennett Avenue,Wildwood,Condo,179572,"$179,900 ","$177,500 "
2/23/18,39 Days,1900 Boardwalk,North Wildwood,Condo,179860,"$239,900 ","$237,000 "
2/20/18,158 Days,265 Seabreeze Court,North Wildwood,Condo,178255,"$286,900 ","$275,000 "
2/19/18,167 Days,710 New York Avenue,North Wildwood,Duplex,178055,"$279,900 ","$275,000 "
2/16/18,213 Days,111 New York Avenue,North Wildwood,Vacant Lot,177286,"$169,000 ","$165,000 "
2/16/18,598 Days,500 Ocean Avenue,North Wildwood,Commercial/Industrial,171239,"$1,249,900 ","$1,150,000 "
2/16/18,532 Days,326 E 24th Avenue,North Wildwood,Condo,172110,"$409,900 ","$409,900 "
2/16/18,532 Days,326 E 24th Avenue,North Wildwood,Condo,172123,"$389,900 ","$389,900 "
2/16/18,397 Days,319 E Montgomery Avenue,Wildwood,Condo,174164,"$115,000 ","$105,000 "
2/16/18,151 Days,"101 E Cresse Avenue, #4",Wildwood,Condo,178308,"$129,900 ","$115,000 "
2/16/18,49 Days,527 W Burk #A Avenue,Wildwood,Condo,179650,"$376,300 ","$397,950 "
2/15/18,742 Days,316 E 3 Avenue,North Wildwood,Single Family,168291,"$839,000 ","$810,000 "
2/15/18,44 Days,329 E Magnolia Avenue,Wildwood,Duplex,179716,"$200,000 ","$192,000 "
2/15/18,377 Days,442 E 21st Avenue,North Wildwood,Condo,174441,"$115,000 ","$110,000 "
2/15/18,220 Days,409 E 3rd Avenue,North Wildwood,Condo,177181,"$199,900 ","$185,000 "
2/15/18,154 Days,401 E 22 Avenue,North Wildwood,Condo,178234,"$399,900 ","$389,000 "
2/15/18,90 Days,225 E Wildwood Avenue,Wildwood,Condo,179276,"$74,500 ","$72,500 "
2/14/18,298 Days,1800 Ocean Avenue,North Wildwood,Condo,175866,"$218,900 ","$217,000 "
2/14/18,89 Days,1400 Surf Avenue,Wildwood,Condo,179358,"$209,900 ","$209,900 "
2/14/18,77 Days,3201 Atlantic Avenue,Wildwood,Condo,179401,"$86,900 ","$83,000 "
2/14/18,32 Days,224 E Magnolia Avenue,Wildwood,Condo,179841,"$229,900 ","$225,000 "
2/13/18,144 Days,101 E Taylor Avenue,Wildwood,Townhouse,178481,"$229,900 ","$224,500 "
2/9/18,105 Days,211 W 21st Avenue,North Wildwood,Single Family,178991,"$250,000 ","$250,000 "
2/9/18,35 Days,221 W Magnolia Avenue,Wildwood,Single Family,179733,"$219,777 ","$205,000 "
2/9/18,526 Days,4109 Ocean Avenue,Wildwood,Motel,172857,"$2,199,999 ","$1,950,000 "
2/9/18,400 Days,233 E Youngs Avenue,Wildwood,Other,174006,"$225,000 ","$183,000 "
2/9/18,109 Days,138 E Montgomery Avenue,Wildwood,Triplex,178912,"$269,900 ","$260,000 "
2/9/18,248 Days,3902 Susquehanna Avenue,Wildwood,Townhouse,176659,"$339,777 ","$335,500 "
2/9/18,240 Days,151 E Leaming Avenue,Wildwood,Condo,176831,"$289,900 ","$275,000 "
2/9/18,136 Days,5301 Ocean Avenue,Wildwood,Condo,178487,"$299,000 ","$277,000 "
2/8/18,66 Days,708 Allen Drive,North Wildwood,Single Family,179473,"$271,000 ","$271,000 "
2/7/18,123 Days,4601-4605 NIAGARA Avenue,Wildwood,Condo,178721,"$224,600 ","$218,000 "
2/7/18,83 Days,1504 Atlantic Avenue,North Wildwood,Condo,179269,"$95,000 ","$93,000 "
2/6/18,63 Days,229 E 5th Avenue,North Wildwood,Single Family,179492,"$374,900 ","$362,000 "
2/5/18,112 Days,4 Mace Avenue,North Wildwood,Single Family,178821,"$399,900 ","$365,000 "
2/2/18,30 Days,323 E 14th Avenue,North Wildwood,Single Family,179697,"$299,900 ","$320,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
